,Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
9109,45,0,0,5,15,0,0,74,13,21,2,3,11,52,18,0
9110,43,1,9,5,13,0,0,76,31,59,2,3,14,40,19,0
9111,21,2,0,3,8,2,2,33,48,88,1,2,5,25,4,1
9112,22,2,1,2,6,1,2,63,48,58,2,3,7,52,14,1
9113,57,2,12,0,22,1,2,43,59,78,1,0,0,40,7,1
9114,53,1,0,2,9,2,0,40,44,91,1,2,0,36,0,2
9115,48,0,0,5,13,1,2,26,87,24,1,2,2,16,1,1
9116,23,0,2,3,18,0,0,38,73,45,1,2,0,35,6,2
9117,39,1,3,7,21,1,0,20,63,45,1,2,5,11,6,2
9118,24,0,3,5,14,0,1,68,25,56,2,2,11,46,16,0
9119,40,2,2,6,17,2,0,12,83,27,1,0,0,8,9,2
9120,21,2,0,6,7,0,1,58,30,27,1,0,1,50,1,0
9121,22,2,1,5,14,2,1,56,34,43,2,3,11,55,25,0
9122,24,2,3,7,21,1,0,23,78,23,1,2,2,20,0,1
9123,51,0,9,1,1,1,2,56,30,38,1,1,5,47,2,2
9124,50,0,2,4,4,1,0,50,33,61,2,4,5,37,10,0
9125,37,0,8,4,4,2,2,50,57,68,1,1,2,40,3,1
9127,45,0,0,1,1,0,0,40,41,70,2,5,12,18,29,2
9128,56,0,17,2,6,1,0,55,39,64,2,5,12,29,9,2
9129,21,0,0,1,5,2,0,55,54,94,2,2,7,34,24,2
9130,40,2,18,2,11,1,2,79,17,66,2,4,12,64,7,1
9132,22,0,0,7,10,1,1,14,97,27,1,1,3,11,9,1
9133,21,1,0,0,16,2,0,80,28,51,1,1,2,53,4,0
9134,43,2,5,4,4,2,0,54,48,46,1,0,3,38,6,2
9135,41,0,8,4,20,1,1,37,76,92,1,0,5,22,3,1
9136,49,2,6,7,10,0,2,53,43,56,2,3,14,29,26,1
9137,52,0,11,6,19,0,1,59,42,65,2,3,11,45,19,2
9138,31,1,8,2,6,1,0,82,8,80,2,3,9,50,27,0
9139,60,1,9,0,0,1,1,27,66,83,1,1,5,23,0,1
9140,34,1,9,3,3,1,1,79,36,50,2,5,14,63,19,0
9141,43,0,8,6,7,0,0,45,58,64,2,3,8,34,13,2
9142,56,3,10,4,4,1,2,12,77,37,1,1,1,7,2,1
9143,55,0,10,3,3,1,2,57,38,87,2,3,14,38,23,1
9144,22,0,1,7,21,1,1,14,73,31,1,2,2,6,1,1
9145,24,1,3,1,5,2,2,80,14,78,2,3,12,63,17,0
9146,57,2,11,4,4,2,1,54,48,27,1,2,4,44,5,2
9147,56,2,10,3,3,1,1,79,29,39,2,3,7,46,23,2
9148,50,0,7,4,20,1,2,79,20,53,2,2,7,60,15,0
9149,36,0,13,7,12,0,0,54,51,59,2,3,8,53,8,0
9150,55,3,11,2,11,1,0,36,72,69,1,0,5,24,4,1
9151,41,3,11,0,22,1,1,49,41,89,1,2,0,28,5,1
9152,22,2,1,7,12,2,2,80,28,48,2,5,9,66,26,2
9153,38,0,8,2,11,1,2,80,20,74,2,4,10,57,7,2
9154,46,3,8,2,11,0,0,92,5,90,2,5,11,57,27,0
9155,53,3,4,6,7,0,1,31,75,32,1,2,3,19,4,1
9156,35,0,10,0,0,1,1,55,57,57,1,0,5,39,1,2
9157,48,1,15,2,11,0,0,31,76,65,1,2,0,29,6,2
9158,54,2,11,7,12,2,2,85,1,36,2,3,6,44,27,2
9159,55,2,6,0,22,0,1,68,12,77,2,5,14,42,23,2
9160,26,1,5,0,16,2,0,10,72,40,1,2,3,8,2,1
9161,29,2,8,4,20,1,1,41,60,60,1,0,5,39,5,2
9162,29,0,3,5,15,0,1,66,48,68,2,2,10,60,19,0
9163,51,2,9,2,6,1,0,83,31,22,1,0,1,67,0,0
9164,45,0,5,1,2,2,1,93,9,62,2,2,9,79,5,0
9165,42,0,15,2,11,2,0,68,25,94,2,5,6,61,7,0
9166,35,1,7,2,9,1,1,89,0,65,2,5,13,53,18,0
9167,56,0,6,7,21,1,2,13,93,20,1,0,2,8,8,1
9168,33,1,6,3,8,2,2,72,26,80,2,5,7,53,26,2
9169,45,1,19,5,14,1,1,27,70,56,1,1,2,24,2,2
9170,45,2,9,7,12,2,0,38,52,78,1,1,2,20,5,1
9171,57,2,15,5,13,0,0,49,34,33,1,0,3,40,3,0
9172,43,2,15,3,18,0,0,71,30,31,2,5,7,55,9,0
9173,22,0,1,2,11,2,1,64,31,80,2,4,7,54,6,2
9174,39,1,8,0,22,2,0,88,0,88,2,3,6,54,20,0
9175,24,2,3,6,7,2,2,17,87,73,1,1,3,15,1,1
9176,48,0,7,7,12,1,0,63,42,78,1,1,1,51,8,0
9177,57,1,12,5,13,1,2,32,61,64,1,0,5,23,8,1
9178,51,1,8,5,13,1,2,26,72,67,1,1,3,24,4,1
9179,40,2,12,2,9,1,0,10,86,60,1,2,2,8,7,1
9180,21,2,0,0,16,1,0,15,100,54,1,0,3,11,8,1
9181,53,1,14,1,2,1,0,63,51,78,1,1,1,44,4,0
9182,26,0,5,1,5,0,0,77,20,69,2,3,10,38,23,0
9183,37,0,11,0,0,1,0,65,29,57,2,5,7,56,26,2
9184,29,0,8,4,20,1,2,66,31,42,2,3,12,39,26,2
9185,24,0,3,4,20,1,2,74,32,71,2,4,12,37,9,2
9186,24,0,3,0,22,0,0,73,28,70,2,3,10,69,9,0
9187,36,1,8,6,7,0,1,21,85,54,1,1,2,17,0,1
9188,37,0,0,7,21,1,0,32,62,68,1,2,3,16,9,2
9189,59,2,14,7,21,1,0,84,21,44,2,3,6,51,7,0
9190,26,3,5,6,7,2,1,42,62,25,1,0,2,21,5,1
9191,56,1,10,2,11,1,0,90,1,69,2,2,5,55,7,0
9192,42,1,4,4,23,2,2,71,42,46,2,5,9,70,29,0
9193,37,1,9,7,10,2,1,18,79,86,1,1,1,16,0,1
9194,54,0,8,1,2,2,2,90,0,89,0,8,21,62,38,2
9195,31,1,7,4,23,1,0,33,61,52,1,0,0,17,4,2
9196,40,2,4,4,23,1,1,93,13,81,2,2,13,56,20,0
9197,41,0,8,2,6,1,1,57,40,72,2,2,13,26,26,1
9198,36,0,7,7,12,1,2,24,84,77,1,0,4,23,5,1
9199,33,2,12,4,4,0,2,74,41,61,2,3,7,42,23,2
9200,36,2,0,2,11,1,1,50,58,89,2,4,11,26,13,1
9201,41,2,11,0,16,1,0,71,33,26,2,5,9,50,27,2
9204,48,0,10,0,16,1,0,16,75,48,1,0,1,10,9,1
9205,52,1,12,3,3,2,0,81,31,27,1,1,0,78,3,0
9206,43,3,7,2,6,2,2,52,31,74,1,2,3,50,1,1
9207,34,0,13,6,17,1,0,60,57,87,2,4,13,34,15,2
9208,58,1,16,3,8,1,0,82,11,55,2,3,10,39,16,0
9209,31,2,3,5,14,2,0,38,69,43,1,0,5,30,9,2
9210,32,2,0,0,0,2,0,28,90,62,1,2,3,16,9,1
9211,38,1,6,7,12,1,1,48,45,84,1,1,2,41,1,2
9212,57,0,7,0,16,1,0,19,98,58,1,1,4,16,0,1
9213,48,1,11,4,4,0,2,43,59,93,2,4,10,30,16,1
9214,60,1,0,3,18,1,1,23,88,88,1,0,5,22,5,1
9215,44,0,8,1,1,2,0,23,94,46,1,1,2,17,4,1
9216,26,2,5,5,13,2,1,22,80,34,1,2,1,14,7,1
9217,27,0,6,2,6,1,0,22,82,71,1,2,0,18,9,1
9218,43,2,10,0,0,0,2,50,33,78,1,2,4,46,6,1
9219,40,1,8,5,15,1,1,25,73,41,1,0,4,22,0,2
9220,60,2,2,2,6,1,0,40,55,34,2,5,5,36,13,2
9222,43,1,5,7,10,0,0,69,30,24,2,4,7,31,15,0
9223,43,2,16,2,9,0,1,49,44,50,1,2,1,27,1,1
9224,34,2,12,5,14,1,0,82,0,23,2,4,14,59,15,0
9225,60,0,14,6,7,1,0,81,34,58,2,2,11,71,12,0
9226,25,2,4,2,6,1,0,19,85,25,1,1,5,13,0,1
9227,54,0,6,5,15,1,0,94,20,22,2,4,14,56,25,0
9228,40,0,6,6,19,0,0,44,40,91,2,5,7,30,18,2
9229,56,0,17,1,5,1,0,11,80,88,1,0,0,5,5,1
9231,40,0,11,5,14,2,0,24,78,24,1,0,0,20,2,2
9232,60,0,15,0,22,1,1,12,68,68,1,0,3,5,0,1
9233,42,0,1,0,16,0,0,86,12,82,2,4,6,43,28,0
9234,43,0,11,4,20,1,2,17,65,41,1,1,2,14,4,1
9235,58,0,7,0,0,1,1,63,39,94,2,2,9,62,27,2
9236,39,0,5,2,6,2,1,28,78,25,1,2,4,26,7,1
9237,51,0,0,2,9,1,0,50,51,39,2,3,14,45,10,0
9238,60,2,4,6,7,2,0,22,98,61,1,1,0,16,1,1
9239,60,0,11,6,17,0,0,57,36,91,1,1,5,31,2,0
9240,40,0,9,0,22,2,0,60,51,93,2,5,8,41,8,2
9241,33,2,5,6,7,1,0,77,19,93,2,5,10,39,5,0
9242,33,2,4,1,2,2,2,67,36,72,1,0,5,36,0,1
9243,58,2,7,7,21,0,0,76,17,37,2,3,5,36,7,0
9244,53,0,10,0,22,0,1,11,100,68,1,2,1,6,2,1
9245,57,2,10,4,4,2,0,26,81,58,1,1,0,13,1,1
9246,60,0,10,5,15,0,1,43,54,59,2,5,9,27,23,2
9247,40,0,10,0,22,0,1,10,100,82,1,1,0,8,8,1
9248,44,3,7,0,0,1,1,66,31,67,2,2,13,61,16,2
9249,55,0,12,5,15,1,0,71,48,77,2,2,11,57,10,0
9250,46,0,3,6,19,1,1,57,40,73,2,4,12,46,8,2
9251,37,1,0,6,17,2,0,75,32,23,2,3,13,73,7,0
9252,46,2,11,1,2,0,0,52,46,46,1,1,0,25,0,2
9254,48,0,8,4,4,2,1,28,76,78,1,2,2,13,2,1
9255,49,0,11,4,20,0,2,46,54,28,1,0,3,37,6,2
9256,48,3,5,3,18,2,0,17,67,57,1,1,0,10,9,1
9257,36,2,3,0,16,1,2,60,55,60,2,4,8,34,14,1
9258,39,1,11,6,17,2,0,31,86,40,1,0,5,27,9,2
9259,29,1,8,3,18,2,2,35,75,56,1,0,2,16,2,1
9260,30,1,0,0,22,1,0,59,21,67,1,0,2,37,5,0
9261,47,1,0,7,21,2,1,19,78,39,1,0,5,10,7,2
9262,30,1,8,1,5,1,2,13,80,55,1,0,5,10,0,1
9263,31,0,10,5,15,1,0,84,3,25,2,5,7,71,12,0
9264,49,2,7,1,5,1,1,81,14,43,2,4,6,76,22,0
9265,39,3,18,0,22,2,1,20,77,81,1,1,3,15,4,1
9266,27,0,6,1,1,2,0,37,82,86,1,0,2,28,4,2
9267,40,0,3,2,9,2,0,22,79,87,1,2,2,18,7,1
9268,47,0,10,6,17,0,2,72,23,83,2,3,12,68,23,2
9269,49,1,3,4,4,1,1,13,91,48,1,0,4,9,2,1
9270,49,0,10,1,1,2,2,15,86,34,1,2,0,9,0,1
9272,57,0,14,0,22,2,2,74,28,74,2,5,14,68,7,2
9273,49,1,7,3,8,1,2,74,17,57,2,3,13,35,19,2
9274,22,0,1,5,14,1,0,79,24,39,2,3,8,75,20,0
9275,51,0,10,1,5,1,0,50,58,29,2,4,11,34,8,0
9276,40,2,10,1,1,0,0,28,93,46,1,0,0,24,1,1
9277,26,1,5,0,22,2,1,85,3,71,2,5,8,49,23,0
9278,49,2,9,4,23,2,0,30,78,73,1,2,2,18,5,1
9279,48,0,11,1,2,0,1,81,19,40,2,4,10,38,10,0
9280,23,0,2,4,4,1,1,80,18,22,2,4,5,42,24,0
9281,43,0,19,3,8,0,0,10,96,88,1,1,0,9,7,1
9282,22,1,1,2,9,1,0,66,27,53,2,2,8,44,25,0
9283,35,0,5,3,3,0,0,86,0,61,2,3,9,58,25,0
9284,34,0,8,0,22,1,1,90,4,97,2,2,6,65,18,0
9285,48,0,12,6,7,1,0,44,69,78,2,5,7,23,18,2
9286,38,1,10,0,0,2,1,85,5,54,2,3,12,58,28,0
9287,52,0,11,2,11,0,1,32,65,95,1,1,0,26,3,1
9288,46,2,11,0,16,1,1,34,72,92,1,0,4,26,0,1
9289,60,0,7,7,21,1,0,64,32,83,1,1,4,31,5,2
9290,41,2,9,3,3,2,2,67,44,77,2,5,9,51,20,1
9291,34,0,13,7,21,2,1,69,23,46,2,4,11,62,19,0
9292,56,0,12,4,23,1,1,41,58,78,1,1,2,22,6,2
9293,26,2,4,5,14,1,1,88,14,90,2,4,14,83,7,0
9294,42,2,11,2,9,1,0,87,22,84,2,4,9,65,10,0
9295,60,0,7,0,16,0,2,48,59,74,1,2,5,35,4,1
9296,53,1,9,0,16,1,0,10,89,93,1,2,0,7,0,1
9298,57,0,4,0,16,1,0,19,79,73,1,1,5,12,5,1
9299,47,0,12,7,21,1,0,31,69,94,1,0,0,16,9,1
9300,57,1,5,0,16,1,1,43,50,84,1,2,1,20,5,1
9301,52,1,10,5,14,0,1,46,58,87,1,0,0,28,5,2
9302,29,0,8,2,9,2,1,23,71,34,1,0,0,19,8,1
9303,30,2,2,1,1,1,1,36,58,87,1,1,3,24,7,1
9304,31,0,10,7,21,1,1,71,31,74,1,1,4,50,4,0
9305,58,1,16,3,18,0,2,26,89,37,1,0,3,22,8,1
9306,32,2,11,3,18,2,0,53,37,63,1,2,0,42,1,2
9307,40,0,0,3,18,1,2,61,57,79,2,5,7,49,16,2
9308,43,3,11,5,15,0,0,53,53,57,2,4,6,36,19,2
9309,52,2,10,6,7,1,1,88,16,42,0,8,16,72,47,0
9310,48,0,9,6,19,1,0,32,63,66,1,2,0,17,4,2
9311,27,2,6,6,19,2,1,36,58,88,1,1,4,17,8,1
9312,27,0,6,1,5,1,0,89,1,84,2,4,7,80,17,0
9313,22,0,1,0,22,1,0,38,40,84,2,3,14,36,26,2
9314,56,0,3,6,19,2,0,82,16,77,2,5,6,60,27,0
9315,50,0,3,0,0,2,1,58,42,37,1,0,2,41,8,2
9316,58,0,10,4,20,2,1,24,81,39,1,2,3,23,5,1
9317,54,1,12,6,7,1,2,25,79,92,1,1,5,23,4,1
9318,31,2,10,7,12,1,1,73,38,32,2,5,10,67,26,0
9319,51,0,7,2,6,0,2,37,89,90,1,0,0,32,0,1
9320,45,0,7,1,5,0,0,75,11,56,2,2,14,55,9,0
9321,60,2,0,5,15,0,2,73,13,46,1,1,4,63,2,0
9322,30,0,8,7,21,2,2,81,15,91,2,4,10,54,27,2
9323,40,0,1,4,20,1,1,10,94,74,1,2,4,5,0,1
9324,54,2,0,4,4,2,0,75,24,91,2,2,14,55,15,0
9325,32,0,3,6,17,2,1,68,31,78,2,4,5,53,13,0
9326,26,2,5,4,4,0,1,87,14,41,2,4,7,76,18,0
9327,34,1,8,4,4,2,0,11,98,31,1,0,3,9,5,2
9328,21,3,0,5,13,1,0,55,43,78,2,5,6,26,12,2
9329,56,2,13,7,10,0,0,36,59,24,1,1,3,33,9,2
9330,50,0,5,3,18,2,1,30,68,60,1,1,4,16,1,1
9331,42,2,4,0,16,2,0,80,42,26,2,2,11,77,10,0
9332,58,0,0,2,9,2,1,67,31,53,2,2,8,42,27,2
9333,39,2,11,5,14,1,1,92,4,72,0,7,19,82,50,0
9334,27,2,5,1,2,0,1,86,19,27,2,5,12,67,10,0
9335,57,0,7,6,19,1,0,24,75,78,1,1,3,21,1,2
9336,53,3,7,1,2,0,0,52,51,50,2,4,12,41,12,2
9337,29,0,5,2,11,1,0,29,49,99,1,1,5,21,0,1
9338,23,0,2,1,1,2,2,89,0,32,2,5,7,62,15,0
9339,40,0,9,6,7,1,1,81,0,40,2,3,9,80,21,0
9340,22,0,1,2,6,1,0,26,84,40,1,2,5,18,3,1
9341,33,1,12,3,8,2,2,49,38,32,1,1,4,34,5,2
9342,46,2,9,5,13,1,2,83,15,33,2,4,7,61,13,0
9343,41,3,2,1,1,0,2,70,20,52,2,4,9,65,29,2
9345,38,2,8,3,18,2,2,84,9,66,2,4,6,64,26,2
9346,50,0,10,6,17,2,2,86,20,25,2,5,6,49,8,0
9347,57,0,8,5,15,0,1,68,23,77,1,1,3,66,6,0
9348,43,0,5,2,11,1,0,37,85,81,2,5,13,25,27,1
9349,59,3,9,4,23,1,2,13,96,29,1,1,4,7,7,1
9350,42,0,6,3,8,1,1,14,88,76,1,2,4,7,0,1
9352,39,1,0,7,12,0,2,23,77,57,1,0,0,21,2,1
9353,59,0,4,1,2,2,1,62,27,62,2,3,13,30,9,2
9354,29,2,8,4,20,0,1,35,63,70,1,0,2,18,6,1
9355,46,2,11,2,9,0,2,48,45,56,2,3,10,31,23,1
9356,41,1,0,4,23,1,2,23,75,47,1,1,3,20,7,1
9357,30,1,8,0,0,0,1,31,48,89,1,2,1,23,8,1
9358,25,0,4,0,16,1,0,29,64,83,1,1,3,19,9,1
9359,24,2,3,5,15,2,0,35,65,43,1,1,4,26,9,2
9360,28,2,0,2,9,1,2,43,52,61,1,1,4,31,8,1
9361,31,0,4,2,6,1,0,65,33,84,2,3,8,59,9,0
9362,57,3,0,3,3,1,1,86,0,81,2,2,14,45,15,0
9363,32,2,0,2,6,2,0,25,75,47,1,1,4,13,6,1
9364,27,1,6,1,2,1,0,78,24,23,2,3,9,56,21,0
9365,43,1,11,4,23,2,0,18,94,28,1,0,4,8,9,2
9367,45,0,10,1,5,1,0,64,47,81,1,2,1,49,1,0
9368,32,2,8,3,8,2,0,23,68,52,1,1,5,19,6,1
9369,40,0,6,2,6,2,1,58,48,40,2,2,9,38,9,2
9370,50,0,16,4,20,1,0,82,10,52,2,5,13,66,20,0
9371,52,2,11,4,20,1,0,54,42,67,2,4,9,38,20,2
9372,58,0,9,1,5,0,0,77,34,90,2,2,8,65,14,0
9373,48,0,9,6,19,1,1,82,22,97,2,4,14,69,8,0
9374,52,2,14,4,4,1,0,86,26,94,2,5,14,53,25,0
9375,59,0,19,6,7,1,1,63,43,41,2,3,9,28,5,2
9376,24,1,3,2,11,2,0,58,33,65,2,4,7,53,13,0
9378,57,0,11,2,11,0,0,18,77,74,1,2,4,15,2,1
9379,23,0,2,6,7,1,2,14,87,77,1,2,1,9,2,1
9380,41,1,7,7,10,1,0,35,81,58,1,1,1,27,6,2
9382,60,2,12,7,21,1,1,73,24,34,2,3,13,51,26,0
9383,46,2,1,1,2,1,2,93,0,66,2,2,5,80,28,0
9384,44,0,12,5,14,2,0,54,45,38,2,5,6,46,6,0
9385,46,0,17,2,11,1,2,87,18,73,2,3,7,47,6,1
9386,35,2,0,2,9,2,1,56,35,36,2,3,12,54,11,2
9387,44,1,0,0,16,1,0,31,71,63,1,1,2,18,0,2
9388,49,2,8,6,7,0,2,83,34,71,0,7,17,77,48,2
9389,21,0,0,6,17,1,1,47,55,42,2,4,5,31,21,2
9390,25,2,4,5,15,2,0,60,41,55,1,1,4,28,9,0
9392,51,1,0,4,4,2,0,37,59,92,2,5,6,29,17,2
9393,38,1,6,4,4,1,0,77,10,62,2,3,7,73,27,0
9394,55,3,6,4,20,0,0,51,60,35,2,5,13,48,11,2
9395,48,1,7,2,9,0,1,32,75,82,1,1,2,29,4,1
9396,58,2,8,5,14,1,1,48,67,80,1,1,0,25,3,2
9397,58,2,17,3,8,2,0,71,43,41,2,5,5,33,10,2
9398,37,0,10,0,0,1,0,19,86,78,1,2,4,13,8,1
9400,50,0,3,4,4,2,2,93,12,32,2,2,11,72,21,0
9401,56,0,8,1,1,0,2,23,69,75,1,1,0,12,3,1
9402,55,0,0,4,4,2,0,92,16,83,2,2,7,51,7,0
9403,41,0,2,4,20,2,2,41,53,83,1,0,4,25,1,1
9404,29,0,8,2,6,0,0,42,56,20,1,2,1,39,7,2
9405,42,2,5,2,9,1,1,20,71,93,1,1,1,19,5,1
9406,52,2,14,1,1,1,2,59,52,61,2,3,12,41,5,1
9408,60,0,5,6,7,0,0,88,14,51,2,2,5,83,6,0
9409,34,2,12,4,4,1,1,81,33,58,2,4,12,63,18,0
9410,48,0,1,4,4,1,1,16,81,61,1,2,2,10,7,1
9411,34,0,13,1,1,1,2,19,87,76,1,0,0,10,6,1
9412,54,2,10,4,4,1,0,94,0,60,2,3,9,56,9,0
9413,55,0,0,0,22,0,0,94,6,65,2,5,9,43,22,0
9414,28,1,6,6,19,2,1,43,54,90,2,4,13,20,21,2
9415,50,0,6,2,11,1,1,34,59,95,1,1,1,23,1,1
9416,54,1,11,1,1,2,1,76,24,93,2,2,8,57,28,0
9418,28,2,7,3,8,1,0,29,69,92,1,1,2,18,6,1
9420,22,0,1,3,18,1,2,66,24,58,2,2,9,54,6,2
9421,51,2,13,5,13,0,2,49,68,78,1,0,4,32,6,1
9422,37,3,3,4,4,1,1,48,58,59,2,2,8,44,20,2
9423,36,1,15,4,4,0,0,79,27,78,2,4,14,62,13,0
9424,57,0,2,4,23,2,0,32,58,82,1,0,0,18,7,2
9425,26,0,5,6,7,1,2,17,91,93,1,0,1,11,1,1
9427,43,0,4,0,22,2,2,60,28,71,2,4,6,48,16,1
9429,31,2,10,7,10,2,0,16,72,66,1,0,4,8,9,1
9430,58,3,12,3,18,1,0,42,56,73,1,0,2,24,9,1
9431,35,1,2,3,3,1,0,37,63,67,1,0,3,26,8,2
9432,40,0,5,5,14,2,1,49,61,67,1,1,2,39,1,2
9433,52,0,5,7,12,1,2,31,79,68,1,0,4,14,9,1
9434,57,1,7,1,2,2,1,58,31,65,2,5,14,42,7,0
9435,60,2,1,0,22,1,0,10,97,95,1,0,5,8,2,1
9438,39,1,1,6,7,0,0,74,20,49,2,2,13,43,29,0
9439,24,3,3,1,1,0,1,88,5,81,2,4,14,39,9,2
9440,39,3,6,2,6,2,1,39,69,74,1,1,3,18,5,1
9441,39,0,8,2,6,0,1,63,25,93,2,4,12,45,27,2
9442,51,2,9,0,16,0,1,88,8,75,2,3,11,47,5,2
9444,49,1,9,5,14,0,1,41,47,85,1,2,5,37,1,2
9445,24,0,3,4,23,2,0,48,65,65,1,2,2,47,9,2
9446,49,2,10,6,19,2,1,48,60,65,1,2,2,24,8,2
9447,43,2,9,6,19,1,2,72,18,70,2,3,7,65,21,2
9448,54,2,12,7,21,1,0,20,80,60,1,0,0,15,6,1
9449,59,1,5,1,1,2,1,48,50,44,1,0,1,39,1,2
9450,30,2,9,4,20,2,0,31,71,76,1,0,2,19,7,1
9451,59,2,17,1,1,1,0,52,55,94,1,2,3,39,7,2
9452,32,3,9,7,10,0,2,71,14,87,2,4,10,49,29,1
9453,45,2,6,2,6,2,0,20,98,52,1,0,3,18,6,1
9454,22,0,1,2,11,1,0,54,57,67,2,2,5,32,21,2
9455,60,0,3,6,19,2,0,63,30,77,1,1,0,59,3,0
9456,42,2,9,1,2,2,1,37,77,33,1,0,5,30,2,1
9457,29,2,8,4,23,0,1,47,40,47,1,0,3,32,0,2
9458,34,0,7,4,4,1,2,76,8,33,2,5,7,54,8,0
9459,28,0,7,2,11,1,0,82,30,65,2,5,8,63,17,0
9460,44,3,10,1,2,1,1,37,69,84,1,0,0,32,3,1
9461,38,0,7,1,1,0,1,80,16,64,2,4,7,78,9,0
9462,24,0,3,1,5,1,0,34,65,71,1,0,5,24,9,2
9463,38,2,9,7,10,2,0,37,71,69,1,0,1,28,2,1
9464,49,0,18,2,11,0,0,53,54,66,2,4,7,38,13,2
9465,46,0,9,3,18,1,1,51,64,64,1,0,5,37,6,2
9466,48,2,12,3,3,0,0,34,57,58,1,0,5,22,3,1
9467,31,0,6,2,6,0,1,73,36,67,2,4,5,47,15,2
9468,47,0,6,0,16,1,1,71,42,93,2,2,11,62,19,2
9469,25,2,4,4,20,1,0,39,52,56,1,0,5,29,5,2
9470,42,0,15,6,7,0,1,80,15,50,2,5,8,58,21,0
9471,35,1,2,6,19,1,2,25,73,78,1,1,4,20,4,1
9472,57,3,10,5,13,1,1,62,48,76,2,2,13,34,18,2
9473,52,0,16,6,17,0,1,58,40,78,2,2,5,46,17,2
9474,38,2,15,7,21,0,0,73,15,72,2,2,14,42,12,0
9475,25,3,2,6,7,1,1,40,54,62,1,2,1,30,2,2
9476,22,3,1,3,8,1,0,30,58,87,1,2,0,22,5,1
9477,34,0,2,2,9,1,1,23,77,31,1,2,5,16,9,1
9479,31,0,7,1,1,0,1,10,100,27,1,1,1,4,2,1
9480,22,0,1,5,14,1,1,82,39,89,2,3,6,46,20,0
9481,42,2,2,1,1,1,1,75,28,75,2,3,13,69,29,0
9482,44,1,0,5,14,2,1,68,25,45,2,3,8,31,28,0
9483,39,0,11,7,12,0,0,11,87,26,1,1,0,5,9,1
9484,33,1,12,2,9,1,1,40,80,39,1,0,4,34,9,1
9485,52,3,8,3,8,1,1,14,90,57,1,1,2,7,2,1
9486,26,0,5,0,22,1,1,15,97,84,1,2,4,13,7,1
9487,40,0,11,2,6,0,0,11,74,21,1,0,3,5,4,1
9488,36,0,15,5,15,0,1,12,90,76,1,0,4,11,0,1
9490,51,1,3,6,7,1,2,22,71,93,1,1,2,19,6,1
9491,50,0,2,0,0,2,0,12,83,87,1,0,0,6,1,1
9492,60,2,7,7,10,1,1,68,31,67,2,2,10,50,17,2
9493,43,0,6,3,18,0,1,93,9,61,2,4,6,42,20,0
9494,57,1,4,0,22,1,0,37,50,75,1,2,3,28,1,2
9496,37,0,10,1,1,1,0,25,92,74,1,1,2,16,7,1
9497,25,1,4,4,20,1,1,91,11,85,2,2,6,86,28,0
9498,30,2,7,2,9,1,1,20,74,80,1,0,4,14,9,1
9499,47,2,13,6,17,2,0,17,79,41,1,0,0,8,2,1
9500,29,1,6,0,16,2,1,81,8,62,2,3,13,70,10,0
9501,39,0,4,0,16,1,2,60,61,91,2,3,5,31,6,1
9502,27,3,6,0,0,1,1,93,0,92,2,4,14,73,11,2
9504,29,0,3,6,19,0,1,17,90,93,1,2,0,7,6,1
9505,38,0,13,5,14,2,1,43,73,41,1,1,4,33,2,2
9507,21,0,0,2,9,2,1,66,42,39,2,2,6,63,29,0
9508,27,0,6,3,3,2,1,34,78,49,1,1,5,16,2,1
9509,35,0,2,1,5,2,0,92,11,42,2,4,11,51,29,0
9510,51,0,0,2,9,1,1,70,14,51,1,0,0,69,6,0
9511,39,0,7,6,7,0,1,64,33,84,2,2,14,54,12,0
9512,33,2,10,4,23,1,0,35,43,58,1,1,3,19,2,2
9513,28,2,7,3,18,2,1,30,77,75,1,1,2,24,0,1
9514,29,2,8,3,3,1,2,56,56,20,1,1,3,34,5,1
9515,23,1,2,1,5,0,0,38,57,83,1,2,0,21,7,2
9516,37,0,12,7,12,1,0,48,56,91,1,2,4,27,3,2
9517,50,2,10,3,3,0,0,81,21,61,2,5,7,47,23,0
9518,22,0,1,6,19,1,0,86,21,92,2,2,12,59,15,0
9519,55,0,0,2,9,0,0,77,1,43,0,7,21,76,30,0
9520,56,1,2,1,5,2,1,29,73,90,1,2,5,27,8,2
9521,25,1,4,0,0,0,0,36,52,73,1,1,5,18,3,2
9522,44,1,5,2,6,2,1,53,41,93,2,2,13,45,15,2
9523,51,1,11,3,18,2,0,72,29,53,2,2,14,64,14,0
9524,52,2,13,5,14,1,1,60,22,58,2,4,6,43,20,2
9525,27,3,0,6,19,0,0,33,64,68,1,0,2,17,5,2
9526,53,2,15,1,1,2,0,19,80,80,1,0,5,12,1,1
9527,60,2,9,0,0,2,1,13,93,92,1,0,0,10,8,1
9528,28,1,3,4,4,2,1,34,53,34,1,2,3,33,4,2
9529,37,1,14,4,23,2,0,88,3,68,0,6,17,62,50,0
9531,48,0,6,1,5,1,0,47,54,33,1,0,3,28,3,2
9532,29,0,8,4,4,0,2,47,44,92,2,5,10,38,15,1
9533,59,0,13,0,0,1,0,47,42,39,1,1,3,27,7,2
